Handle,Titre,Vendeur,Prix_vente,Prix_barre,Economie,Remise_pct,Description,Image,Marque,Type,Categorie
iq300-refrigerateur-integrable-avec-compartiment-congelation-88-x-56-cm-charnieres-pantographes-siemens-ki22lvfe0,"iQ300, Réfrigérateur intégrable avec compartiment congélation, 88 x 56 cm, charnières pantographes SIEMENS KI22LVFE0",Siemens,732.0,874.68,142.68,16.0,"iQ300, Réfrigérateur intégrable avec compartiment congélation, 88 x 56 cm, charnières pantographes SIEMENS KI22LVFE0 Possibilité d'acheter en pièce détachée : https://shop.euras.com/default.php? g7=2845040N INFORMATIONS GENERALES Volume total : 119 l Classe d'efficacité énergétique E sur une échelle allant de A à G Consommation énergétique : 144 kWh/an Fixation de porte à pantographe Confort et sécurité Régulation électronique avec affichage LED de la température Eclairage LED dans le réfrigérateur Dégivrage automatique dans le réfrigérateur Alarme sonore de porte ouverte REFRIGERATEUR Réfrigé",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_8ef69f36-e32f-41aa-a897-82a7434bae86.png?v=1769855434,Siemens,Réfrigérateur,Non classé
serie-4-table-a-induction-60-cm-noir-sans-cadre-bosch-pue61rbb5e,"Série 4, Table à induction, 60 cm, Noir, sans cadre BOSCH PUE61RBB5E",Bosch,362.0,504.68,142.68,28.0,"Série 4, Table à induction, 60 cm, Noir, sans cadre BOSCH PUE61RBB5E Flexibilité des zones de cuisson Zone de cuisson avant gauche : 180 mm, 1.8 kW (PowerBoost 3.1 kW) Zone de cuisson arrière gauche : 180 mm, 1.8 kW (PowerBoost 3.1 kW) Zone de cuisson arrière droite : 145 mm , 1.4 kW (PowerBoost 2.2 kW) Zone de cuisson avant droite : 210 mm, 2.2 kW (PowerBoost 3.7 kW) Confort d'utilisation Commande TouchSelect (+/-) : contrôlez la puissance à l'aide de boutons tactiles 17 positions de réglage : adaptez précisément la puissance sur 17 niveaux (9 niveaux principaux et 8 intermédiaires) Timer ave",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Tableainduction_60cm_Noir_sanscadreBOSCHPUE61RBB5E.png?v=1769015585,Bosch,Plaque de cuisson,Non classé
lave-vaisselle-60cm-pose-libre-inox-siemens-sn23hi36ve,Lave-Vaisselle 60cm Pose Libre Inox Siemens SN23HI36VEEM,Siemens,699.0,840.0,141.0,17.0,"Lave-Vaisselle 60cm Pose Libre Inox Siemens SN23HI36VE Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Spécifications techniques Général Design Pose-libre Type d'installation Pose-libre avec possibilité d'encastrement Couleur et finition Inox Couleur bandeau de commande Couleur inox lisse Top amovible Oui Porte à glissières - Plinthes basses, installation en hauteur non Plinthe réglable Non Classe d’efficacité énergétique (règlement (UE) 2017/1369) 1 E Niveau sonore 46 dB(A) re 1 pW Classe de niveau sonore C Consommation d'énergie programme Eco 0,937 kW",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Lave-Vaisselle60cmPoseLibreInoxSiemensSN23HI36VEEM.png?v=1772710168,Siemens,Lave-vaisselle,Non classé
cave-a-vin-compacte-15l-drawbar-noir-db5s-dometic,Cave à vin compacte 15L DrawBar Noir DOMETIC DB5S,Dometic,1059.0,1199.0,140.0,12.0,"La cave à vin compacte Dometic DrawBar 5S est conçue pour les hôtels et établissements d’hébergement souhaitant offrir à leurs clients une expérience de dégustation de vin optimale, tout en maximisant l'utilisation de l'espace. Avec une capacité de 15 litres, elle peut accueillir jusqu'à cinq bouteilles, y compris des bouteilles de Riesling longues et des grandes bouteilles de Champagne. La DrawBar 5S offre cinq préréglages de température (5, 8, 11, 14 ou 17°C), permettant de servir différents types de vins à leur température idéale. Son design élégant et compact s'intègre parfaitement dans to",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_6_59b97a93-b327-4988-81db-3f7df2647025.png?v=1769773122,Dometic,Cave à vin,Non classé
hotte-decorative-murale-box-en-inox-220-240-v-10-a-50-hz-airlux-ahb970ix,"Hotte décorative murale box en inox, 220-240 V, 10 A, 50 Hz Airlux AHB970IX",Airlux,359.0,499.0,140.0,28.0,"Hotte décorative murale box en inox, 220-240 V, 10 A, 50 Hz Airlux AHB970IX La Airlux AHB970IX est une hotte décorative murale box en inox. Caractéristiques : 4 vitesses d’aspiration dont une intensive Affichage digital rouge des différentes vitesses Fonction Booster : accroît à son maximum le débit de la hotte pendant 6 minutes Fonction Timer modulable : diffère l’arrêt de la hotte de 30 minutes après la fin de son utilisation pour une filtration de l’air maximum Moteur Double Turbine : aspiration supérieure et homogène avec un niveau sonore réduit Fonction CleanAir : votre hotte s’allume de ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Serie4_Friteusesanshuile_NoirBOSCHMAFS2462B.png?v=1770481698,Airlux,Hotte,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Hottes aspirantes
refrigerateur-de-voiture-a-compresseur-encastrable-noir-indel-b-tb22-am,"Réfrigérateur de voiture à compresseur, Encastrable, Noir, INDEL B, TB22 AM",Indel B,669.0,809.0,140.0,17.0,"Réfrigérateur de voiture à compresseur, Encastrable, Noir, INDEL B, TB22 AM Description Le TB22AM de Indel B est le réfrigérateur à compresseur fabriquée sur mesure pour le camion Mercedes Actross MP4. Il se place dans le tiroir situé sous le lit du conducteur, laissant beaucoup d’espace à l’intérieur de cabine des camions. Le groupe réfrigérant est avec système anti-basculement. Le réfrigérateur TB22AM est doté du thermostat manuel et de charnières magnétiques, fermeture hermétique. L’installation est simple et rapide. Le refroidissement est assuré par le compresseur amovible hermétiquement f",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Refrigerateurdevoitureacompresseur_Encastrable_Noir_INDELB_TB22AM.png?v=1770983021,Indel B,Réfrigérateur,Non classé
refrigerateur-de-voiture-pour-mercedes-actros-mp2-3-encastrable-noir-indel-b-tb25am,"Réfrigérateur de voiture pour Mercedes Actros MP2 / 3, Encastrable, Noir,  INDEL B TB25AM",Indel B,669.0,809.0,140.0,17.0,"Réfrigérateur de voiture pour Mercedes Actros MP2 / 3, Encastrable, Noir, INDEL B TB25AM Description Le TB25AM de Indel B est le réfrigérateur à compresseur fabriquée sur mesure pour le camion Mercedes Actross MP2/3. Il se place dans le tiroir situé sous le lit du conducteur, laissant beaucoup d’espace à l’intérieur de cabine des camions. Le groupe réfrigérant est avec système anti- basculement. Le réfrigérateur TB25AM est doté du thermostat manuel, éclairage intérieur et de charnières magnétiques, fermeture hermétique. L’installation est simple et rapide. Le refroidissement est assuré par le ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_a4cd013a-1522-47f7-bb2f-5379f423b226.png?v=1770982881,Indel B,Réfrigérateur,Non classé
centre-de-cuisson-60-cm-induction-noir-smeg-victoria-tr62ibl2,Centre De Cuisson 60 cm Induction Noir SMEG Victoria TR62IBL2(F),SMEG,2470.0,2610.0,140.0,5.0,Centre De Cuisson 60 cm Induction Noir SMEG Victoria TR62IBL2 Type Famille: Centres de cuisson Taille du centre de cuisson: 60x60 cm Type d'énergie de la table de cuisson: Electrique Nombre de fours: 2 Type de plan de cuisson: Induction Type du four principal: Chaleur tournante Type du four secondaire: Statique Code EAN: 8017709309541 Esthétique Couleur: Noir Finition: Noir brillant Esthétique: Victoria Design: Victoria Matériau: Emaillé Porte: avec cadre Finitions du bandeau de commandes: Tôle émaillée colorée Couleur de la table de cuisson: Émaille noir Poignée: Smeg Victoria Couleur des man,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/CentreDeCuisson60cmInductionNoirSMEGVictoriaTR62IBL2_F_f56ad6ef-af40-44be-b66e-301c0228e086.png?v=1768057913,SMEG,Centre de cuisson,Non classé
micro-ondes-integrable-serie-4-inox-bosch-bfl553ms0,Micro-Ondes Intégrable Série 4 Inox BOSCH BFL553MS0,Bosch,354.0,493.8,139.8,28.0,"Micro-Ondes Intégrable Série 4 Inox BOSCH BFL553MS0 Design : Display LED Boutons escamotables, Boutons push-pull, commandes par touchControl Commande par touches sensitives Caractéristiques principales : Volume 25 l 5 Puissances micro-ondes : 90 W, 180 W, 360 W, 600 W, 900 W 7 programmes automatiques 4 décongélation et 3 en fonction micro ondes Fonction mémoire (1 position) Confort/Sécurité Plateau tournant en verre : 31.5 cm Horloge électronique Eclairage LED Cavité Acier inox Charnières à gauche Ouverture de la porte électronique Câble de raccordement : 130 cm Puissance totale de raccordemen",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_3a978995-a89d-41c9-a273-5f83024eaee9.png?v=1769784767,Bosch,Micro-ondes,Non classé
iq500-table-gaz-90-cm-verre-trempe-noir-siemens-ep9a6mi40,"iQ500, Table gaz, 90 cm, Verre trempé, Noir SIEMENS EP9A6MI40",Siemens,705.0,844.68,139.68,17.0,"iQ500, Table gaz, 90 cm, Verre trempé, Noir SIEMENS EP9A6MI40 Design Surface en verre trempé, Noir Semi-fleur de plan de travail : installez la plaque de cuisson à fleur de plan ou légèrement surélevée sur le plan de travail. Supports individuels en fonte Boutons de commande métalliques Confort d'utilisation Technologie stepFlame : ajustez précisément la flamme avec neuf niveaux prédéfinis et reproductibles. Boutons ergonomiques, avant : manettes facilement accessibles à l'avant avec une prise solide pour une rotation sans effort. Allumage électrique une main : vous avez juste à pousser et tou",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/iQ500_Tablegaz_90cm_Verretrempe_NoirSIEMENSEP9A6MI40.png?v=1768499727,Siemens,Plaque de cuisson,Non classé
serie-4-table-gaz-75-cm-inox-bosch-pgq7b5k90,"Série 4, Table gaz, 75 cm, Inox BOSCH PGQ7B5K90",Bosch,355.0,494.68,139.68,28.0,"Série 4, Table gaz, 75 cm, Inox BOSCH PGQ7B5K90 Design Surface inox Supports fonte Confort d'utilisation Boutons ergonomiques, avant : manettes facilement accessibles à l'avant avec une prise solide pour une rotation sans effort. Allumage électrique une main : vous avez juste à pousser et tourner la manette pour allumer la flamme. Brûleurs et puissance 5 brûleurs Avant gauche : Brûleur économique jusqu'à 1 kW (dépend du type de gaz) Arrière gauche : Brûleur normal jusqu'à 1.75 kW Avant centre : Brûleur pour Wok jusqu'à 3.3 kW (dépend du type de gaz) Arrière droit : Brûleur rapide jusqu'à 3 kW ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_e0bf78f9-cc1b-4b29-85ab-1019ae5af6f7.png?v=1767081303,Bosch,Plaque de cuisson,Non classé
radiateur-ceramique-2000-w-drexon-749200,Radiateur céramique 2000 W DREXON 749200,Drexon,250.0,389.0,139.0,36.0,Radiateur céramique à inertie sèche 2000 W Blanc Fil pilote 6 ordres Télécommande Thermostat électronique programmable Contrôle électronique de la température avec écran LCD Classe II Dimensions : H 45 x P 8.8 x L 93 cm Garantie 2 ans Notice d'utilisation et d'installation PDF,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/749100_1_1.jpg?v=1770484688,,Chauffage,Non classé
serie-4-lave-vaisselle-encastrable-avec-bandeau-60-cm-acier-brosse-bosch-smi4hts06e,"Série 4, Lave-vaisselle encastrable avec bandeau, 60 cm, Acier brossé BOSCH SMI4HTS06E",Bosch,707.0,845.42,138.42,16.0,"Série 4, Lave-vaisselle encastrable avec bandeau, 60 cm, Acier brossé BOSCH SMI4HTS06E Performance et consommation Classe d'efficacité énergétique¹ D sur une échelle allant de A à G Energie² / Eau³ : 84 kWh / 9 litres 13 couverts Durée progr. Eco⁴ : 4:30 (h:min) Niveau sonore : 46 dB(A) re 1 pW Niveau sonore progr. Silence : 45 Classe d'efficacité sonore : C Moteur EcoSilence Drive Caractéristiques principales 6 programmes : Eco 50 °C, Auto 45-65 °C, Intensif 70 °C, Programme 1h 65 °C, Silence 50 °C, Favourite (Pré-rinçage) 4 options : Home Connect, Séchage extra, Demi-charge, SpeedPerfect+ (3",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_097472c5-5765-44d8-b43f-e7fe8f7ac25c.png?v=1770740297,Bosch,Lave-vaisselle,Non classé
serie-4-four-encastrable-60-x-60-cm-inox-bosch-hba572bs3f,"Série 4, Four encastrable, 60 x 60 cm, Inox BOSCH HBA572BS3F",Nesri discount,707.0,845.42,138.42,16.0,"Cuisine saine : fonction Air Fry pour des aliments parfaitement frits avec peu d'huile et l'autonettoyage pyrolytique. Lèchefrite AirFry : pour des aliments parfaitement frits, comme les légumes et les frites. AutoPilot10 : 10 programmes automatiques pour des résultats de cuisson parfaits. Commande tactile LED : accès simple aux fonctions supplémentaires grâce aux touches tactiles. Hotair 3D : une répartition homogène de la chaleur pour des cuissons absolument parfaites, sur trois niveaux. Classe d'efficacité énergétique A+ : l'amélioration de la construction du four permet d'économiser de l'é",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/24921263_HBA171BS3_STP_def.jpg?v=1778688709,,Four,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Fours
serie-2-lave-vaisselle-tout-integrable-60-cm-xxl-grande-hauteur-porte-a-glissieres-bosch-sbe25ax07f,"Série 2, Lave-vaisselle tout intégrable, 60 cm, XXL (grande hauteur), Porte à glissières BOSCH SBE25AX07F",Bosch,707.0,845.42,138.42,16.0,"Série 2, Lave-vaisselle tout intégrable, 60 cm, XXL (grande hauteur), Porte à glissières BOSCH SBE25AX07F Performance et consommation Classe d'efficacité énergétique¹ E sur une échelle allant de A à G Energie² / Eau³ : 92 kWh / 9.5 litres 12 couverts Durée progr. Eco⁴ : 3:30 (h:min) Niveau sonore : 46 dB(A) re 1 pW Classe d'efficacité sonore : C Moteur EcoSilence Drive Caractéristiques principales Porte à glissières 5 Programmes : Intensif 70 °C, Normal 45-65 °C, Eco 50 °C, Verre 40 °C, Programme 1h 65 °C 2 options : VarioSpeed Plus (3 fois plus rapide), Séchage extra Confort et sécurité Echan",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_9.png?v=1769858016,Bosch,Lave-vaisselle,Non classé
refrigerateur-portable-18-l-indel-b-travel-box-tb18,"Réfrigérateur portable, 18 L, INDEL B Travel Box TB18",Indel B,533.0,671.0,138.0,21.0,"Réfrigérateur portable, 18 L, INDEL B Travel Box TB18 Design compact et excellentes performances grâce au nouveau compresseur BD Micro. Le modèle TB18 a un encombrement réduit et un volume utile similaire à celui d'un réfrigérateur thermoélectrique mais extrêmement performant. Le compresseur BD Micro intègre un système de contrôle électronique qui ajuste la vitesse du moteur selon la température sélectionnée et celle à l'intérieur du réfrigérateur. Le nouveau TB18 est fabriqué en pièces injectées utilisant des matériaux de haute qualité. Son faible poids et sa bandoulière réglable rendent le T",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_5c402a8a-d2e1-45c1-9e09-61b75c4bfe78.png?v=1770981098,Indel B,Réfrigérateur,Non classé
domino-gaz-30cm-2-foyers-airlux-av32hbk,Domino gaz 30cm 2 foyers AIRLUX AV32HBK,Airlux,245.0,383.0,138.0,36.0,"Domino verre gaz 30cm AIRLUX AV32HBK Allumage gaz électronique à l’aide d’une main. Equipé pour le gaz naturel. Injecteurs gaz butane/propane fournis. SÉCURITÉS DESIGN Commande frontale par manette. Grilles en fontes monofoyer pour plus de confort et un entretien facilité. La sécurité thermocouple coupe instantanément l’arrivée du gaz en cas d’extinction accidentelle de la flamme. Puissance électrique d’installation : 0,6 W. Intensité : 1 A. Tension : 220/240 V. Fréquence : 50 Hz. Cordon d’alimentation de 90 cm - sans prise. Joint d’étanchéité fourni. Dimensions du produit (largeur x profondeu",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Domino_gaz_30cm_2_foyers_AIRLUX_AV32HBK.png?v=1768397870,Airlux,Plaque de cuisson,Maison et jardin > Arts de la table et arts culinaires > Électroménager de cuisine > Tables de cuisson
n-50-table-a-induction-60-cm-noir-sans-cadre-neff-t56nbj1l0,"N 50, Table à induction, 60 cm, Noir, sans cadre NEFF T56NBJ1L0",NEFF,467.0,604.68,137.68,23.0,"N 50, Table à induction, 60 cm, Noir, sans cadre NEFF T56NBJ1L0 Flexibilité des zones de cuisson Zone de cuisson arrière gauche : 280 mm, 2.6 kW (PowerBoost 3.7 kW) Zone de cuisson arrière droite : 145 mm , 1.4 kW (PowerBoost 2.2 kW) Zone de cuisson avant droite : 210 mm, 2.2 kW (PowerBoost 3.7 kW) Confort d'utilisation Commande EasyTouch (+/- ) : contrôlez la puissance à l'aide de boutons tactiles 17 positions de réglage : adaptez précisément la puissance sur 17 niveaux (9 niveaux principaux et 8 intermédiaires) Minuterie coupe-circuit pour chaque foyer : éteint la zone de cuisson à la fin du",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Tableainduction_60cm_Noir_sanscadreNEFFT56NBJ1L0.png?v=1768927403,NEFF,Plaque de cuisson,Non classé
serie-6-cave-a-vin-avec-porte-en-verre-186-x-60-cm-bosch-kwk36abga,"Série 6, Cave à vin avec porte en verre, 186 x 60 cm BOSCH  KWK36ABGA",Bosch,2093.0,2230.2,137.2,6.0,"Série 6, Cave à vin avec porte en verre, 186 x 60 cm BOSCH KWK36ABGA Possibilité d'acheter en pièce détachée : https://shop.euras.com/default.php? g7=2845040N INFORMATIONS GENERALES Volume total : 370 l Capacité : 199 bouteilles de 0,75 l Zone de température réglable : 2 Classe d'efficacité énergétique G sur une échelle allant de A à G Consommation énergétique : 155 kWh/an Entrée et sortie d'air par le socle Confort et sécurité Porte verre Réfrigération dynamique par ventilateur Ouverture de la porte jusqu'a 115° pour une sortie totale des tiroirs Alarme visuelle et sonore de porte ouverte INF",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_21.png?v=1769787631,Bosch,Cave à vin,Non classé
